date,consumer_discretionary_avg,consumer_staples_avg,energy_avg,financials_avg,health_care_avg,industrials_avg,information_technology_avg,materials_avg,real_estate_avg,telecommunication_services_avg,utilities_avg
2011-06-21,60.352298736572266,50.558387756347656,66.96414184570312,47.04357147216797,62.575965881347656,55.96229553222656,59.23936462402344,63.96565246582031,57.36394119262695,33.55000305175781,36.4571418762207
2011-06-22,59.8818244934082,50.21596908569336,66.84552001953125,46.60785675048828,62.34693145751953,55.77155685424805,58.78015899658203,63.60652160644531,57.12848663330078,33.40999984741211,36.193572998046875
2011-06-23,60.37959289550781,49.77000045776367,65.38400268554688,46.28952407836914,62.19526290893555,55.74508285522461,59.28458786010742,63.505653381347656,56.0533332824707,33.3849983215332,35.86821365356445
2011-06-24,59.826080322265625,49.59064483642578,64.35633087158203,45.899681091308594,61.50263214111328,55.065574645996094,58.61111068725586,63.08869552612305,55.974544525146484,33.220001220703125,35.93035888671875
2011-06-27,60.38959503173828,49.815162658691406,64.68599700927734,46.38269805908203,60.998069763183594,55.48967361450195,59.2933349609375,63.302608489990234,56.21333312988281,33.58000183105469,36.21535873413086
2011-06-28,61.460540771484375,50.07935333251953,66.66566467285156,46.73603057861328,62.10710525512695,56.38163757324219,60.13119125366211,64.1886978149414,56.55908966064453,33.79499816894531,36.37714385986328
2011-06-29,61.66324234008789,50.41193389892578,67.58433532714844,47.58856964111328,62.199825286865234,56.629180908203125,61.05039596557617,64.97217559814453,57.09727478027344,33.9900016784668,36.50821304321289
2011-06-30,62.28878402709961,50.67161178588867,68.55999755859375,47.86015701293945,62.6268424987793,57.475738525390625,61.52023696899414,65.31652069091797,57.20333480834961,34.31999969482422,36.628929138183594
2011-07-01,63.59700012207031,51.10774230957031,68.47866821289062,48.654205322265625,63.65096664428711,58.46786880493164,62.75750732421875,65.93000030517578,58.302120208740234,34.73999786376953,37.08678436279297
2011-07-05,64.11310577392578,50.98903274536133,68.99566650390625,47.95880889892578,63.70473861694336,58.14393615722656,63.406982421875,66.02304077148438,58.750301361083984,34.724998474121094,36.82964324951172
2011-07-06,64.17162322998047,51.24516296386719,68.79900360107422,47.96111297607422,63.995262145996094,58.41950988769531,63.66793441772461,66.18695831298828,59.2587890625,34.38500213623047,36.89928436279297
2011-07-07,65.03851318359375,51.32257843017578,69.65299987792969,48.67523956298828,63.964385986328125,58.97508239746094,64.59063720703125,67.02782440185547,59.85696792602539,34.32499694824219,37.03607177734375
2011-07-08,64.81486511230469,51.09548568725586,69.04499816894531,48.027462005615234,63.64087677001953,58.35704803466797,64.0848388671875,66.80000305175781,59.73878860473633,34.30999755859375,36.91071319580078
2011-07-11,63.56026840209961,50.712581634521484,67.06700134277344,46.65650939941406,62.413333892822266,57.195899963378906,62.8974609375,65.36521911621094,58.73151397705078,33.959999084472656,36.450714111328125
2011-07-12,63.3489875793457,50.68806457519531,66.91699981689453,46.59214401245117,62.37815856933594,56.608360290527344,62.246585845947266,65.34087371826172,58.93848419189453,33.93000030517578,36.62785720825195
