MO,ADM,BFB,CPB,CHD,KO,CL,CAG,STZ,COST,COTY,CVS,DPS,EL,GIS,HRL,SJM,K,KMB,KHC,KR,MKC,TAP,MDLZ,MNST,PEP,PM,PG,SYY,CLX,HSY,TSN,WMT,WBA,ALGN,DVA,EW,EVHC,HUM,IDXX,ILMN,ISRG,LH,MTD,REGN,COO,ZTS,AMT,CCI,DLR,EQIX,EXR,GGP,SBAC,VTR,AWK,DUK,NEE,SRE
56.08285,42.15429,-3.9849799,56.740906,85.490456,43.205532,76.06993,38.576214,127.08286,155.14949,29.055813,95.36464,85.256,91.41936,51.343216,65.25197,128.933,73.08141,131.17961,17.448206,67.63042,87.74932,85.108116,43.204147,122.35047,111.24291,104.97131,98.29001,42.21331,116.3992,101.356575,45.387905,85.53692,83.04702,67.36561,87.298225,75.20799,38.803757,174.40288,115.040085,192.38145,612.8827,120.05181,329.78406,427.2297,161.80745,50.869434,95.8087,97.290924,77.10878,298.08176,75.01901,33.369095,111.37053,77.02026,60.44768,97.30735,119.27183,108.620865
60.339745,40.289017,-3.1059592,57.334248,85.24407,41.217377,73.6522,39.023167,134.10405,153.57283,28.508678,97.04614,86.43019,91.31126,51.451305,67.67533,127.7925,72.76905,129.63577,34.08293,57.326675,88.282524,84.836784,44.19802,124.06352,109.78512,100.977394,92.88953,43.603485,119.94519,99.459724,47.010326,80.28253,83.27606,66.767815,81.90167,77.96766,36.528893,170.64595,102.50471,184.4501,594.48425,117.41842,322.88083,427.0467,156.84186,49.672775,97.262314,95.085724,77.66723,300.63016,78.715775,33.40451,109.32431,73.17177,60.389202,92.87242,117.06221,105.14109
59.60398,40.36855,-3.1609213,56.30672,85.96769,40.837234,74.29237,38.96645,133.97353,155.03745,27.82863,95.65392,87.53903,90.36973,50.87723,67.73195,127.545204,72.90427,129.45796,33.10037,58.63021,87.93444,85.67951,42.2536,124.20683,110.39284,101.901184,94.09213,43.534782,121.008316,100.11052,47.087803,81.51394,83.534164,65.58673,83.021255,78.00188,37.314407,170.50722,103.964226,186.94455,604.08795,119.595436,322.426,422.21445,157.08478,49.709557,96.2945,94.54469,76.534874,298.94708,77.59559,33.807877,109.73386,73.67508,61.651054,93.55824,116.85414,107.00477
60.57377,39.103436,-3.0719779,56.631317,85.493935,41.069164,74.186935,38.17822,134.60916,154.55489,27.247608,95.77278,87.99028,90.29171,50.137424,67.888504,126.70846,72.11416,128.98862,35.47469,56.474045,88.11103,85.35734,42.802414,123.521515,109.72411,100.94647,92.90401,43.737423,121.29911,99.32438,47.340027,80.892235,83.19562,65.77596,81.37886,77.10572,35.90359,168.66261,102.61739,183.7713,601.0823,118.3502,320.8031,417.53354,156.02766,48.87664,96.512985,93.76982,76.65851,297.94504,78.00858,33.779892,108.765335,72.684326,61.637398,91.93926,116.03395,105.84194
66.4373,38.468838,-2.8151305,57.314407,87.51632,38.699135,69.40985,40.64755,150.16998,159.20091,25.764217,99.7899,92.288086,90.91654,54.74683,73.80778,127.44246,75.54044,129.6618,60.067734,44.64362,90.45241,86.23548,42.467964,131.67838,112.41145,100.43315,88.72626,46.348278,129.40027,97.99283,50.659554,76.211876,86.52465,64.98416,78.14287,83.398,36.959373,172.27016,86.2152,181.81769,603.75385,121.94784,321.746,438.95947,153.63622,48.225445,99.022934,92.766365,74.36135,312.49026,86.199684,32.873085,110.42793,66.41237,64.468796,89.29343,114.44371,106.287636
65.037125,38.796345,-2.9185107,57.370598,86.64707,39.64232,71.05682,40.139824,145.52824,157.9895,26.088627,98.86446,90.95593,90.532005,53.784798,72.21612,126.76253,74.819626,129.70319,52.98607,47.92534,90.0591,85.668045,43.157455,129.48573,111.674965,100.40763,89.66982,45.4754,127.12063,98.30377,49.667995,77.38435,85.22613,65.56117,78.90421,82.34017,36.8283,171.38239,91.066216,180.99698,602.8502,120.81029,322.4767,435.37177,154.69112,48.599213,99.167435,93.5314,75.3267,309.2247,84.275215,32.89705,110.013725,68.414185,63.41307,89.986305,114.60668,106.06519
61.887505,39.395493,-3.1646159,56.758865,85.85232,40.297146,72.816475,39.08356,138.06111,155.13988,26.757088,96.92145,88.33752,90.28258,51.918247,69.00861,126.3833,73.440186,129.28787,40.7982,53.65583,88.75173,84.683716,42.88559,125.078125,110.304955,100.83469,91.79869,44.271545,122.604675,99.35126,47.986797,79.75379,83.82331,65.84072,80.743835,78.858795,36.895798,169.258,98.94459,182.5722,600.7815,119.17436,321.7793,425.71075,156.11653,49.050713,97.67996,94.08617,75.611855,302.0172,80.02805,32.896507,109.72259,71.38568,61.71837,91.82875,115.25219,105.87055
59.562515,40.402416,-3.390715,56.54423,85.86431,41.062836,74.62636,38.701313,133.29948,154.9735,27.512224,95.907455,87.335205,90.68194,51.000885,67.40328,127.14796,73.10592,130.09076,31.0412,59.078163,88.35588,84.97929,42.70324,122.784164,110.590675,102.36834,94.517334,43.457764,120.07825,100.48987,47.091816,82.42161,83.39969,66.42135,83.03376,77.161415,37.71266,169.82191,106.00111,186.36172,605.73535,119.52102,323.61618,421.98193,158.43456,49.599663,96.95773,95.35313,76.23795,298.71707,77.345634,33.3704,110.37213,74.11181,61.414345,93.9535,116.63527,107.161385
62.264565,40.098255,-3.3190424,57.027596,86.61582,40.37339,72.281494,40.041206,140.48848,157.25304,27.365406,98.41243,89.30411,91.243904,53.54284,70.52516,127.7779,74.8572,131.37299,42.063095,53.63397,89.58551,85.67238,43.379593,126.91194,112.08507,102.166046,92.51579,44.618443,123.622635,99.76828,48.858425,80.105484,84.97801,66.75078,81.06202,80.356415,38.24443,172.30397,98.67663,186.419,606.1046,121.34475,325.7034,436.46497,157.54137,49.848232,98.769005,95.490555,75.7548,307.01495,81.68599,33.16553,111.32516,71.1709,62.624718,92.89697,115.69826,107.38813
59.91184,41.120922,-3.278085,57.85926,85.93328,42.16943,75.2465,38.918587,132.70541,156.75381,26.99134,97.5595,87.60366,92.538414,51.664814,66.76785,129.33357,75.85108,127.342964,34.790253,59.16488,89.39318,85.44616,43.041374,122.7198,110.37289,102.413734,93.02557,42.90728,120.21001,99.336784,46.18771,82.54635,83.02247,65.61025,85.214806,82.01364,37.150764,168.62569,100.99137,174.98317,599.42236,120.32419,323.28494,426.38495,156.81453,49.758015,96.813,97.20064,78.34375,299.31534,78.76316,32.486225,108.86619,74.75768,61.255074,93.60976,117.084915,103.89948
58.67703,40.428173,-3.5591576,56.915535,85.374344,42.146286,75.776924,38.75149,130.47408,156.11882,26.728092,94.43503,86.907425,89.55335,50.224926,66.63804,126.36663,73.99572,126.59936,29.906744,61.554756,88.9347,83.802086,41.410416,121.10252,110.67203,103.63723,95.26935,43.27613,120.4444,99.12876,45.000587,83.861885,81.86051,65.52285,86.210945,77.6131,37.717392,168.76189,104.76449,178.7362,615.3705,119.63711,323.23508,418.08044,158.42601,49.087563,96.079994,95.154915,77.03831,297.42407,75.434,32.769855,109.520584,74.8117,61.775574,93.58751,117.959274,106.37501
58.30298,39.91826,-3.7357771,57.526722,84.10107,41.809235,74.76492,37.379787,128.61456,154.51012,26.772518,94.96518,86.35124,89.95353,49.48738,65.418465,125.88558,73.05257,125.823044,27.563177,61.371822,88.38462,82.44546,42.3697,119.75962,109.22694,102.83836,93.67837,42.489876,117.07854,97.7291,44.33005,83.843666,80.75408,66.30099,84.392876,75.942795,36.866867,167.99168,105.5929,176.3883,609.4878,117.55389,323.09647,417.87067,158.4276,48.481007,95.56859,95.11117,76.60382,294.62787,75.52053,31.822716,108.70768,74.34727,60.454716,93.27509,117.08734,103.78128
62.319366,39.45959,-3.3113835,57.670082,85.703545,39.440643,71.66077,39.35927,139.60713,157.0482,25.737951,97.27644,89.09457,89.77856,52.184944,69.413795,125.93118,75.31514,125.362045,45.970825,52.666847,89.861,83.4656,41.84533,124.883545,110.42217,101.11083,90.24276,44.354103,123.49338,97.01082,46.741776,79.63466,82.95785,64.78265,82.45301,81.6227,37.258774,168.57848,92.87474,172.95956,605.7238,119.62925,320.74197,426.75323,155.66736,48.31329,97.05231,93.67897,75.01722,303.56693,80.60363,31.617569,109.30548,69.64759,62.2413,90.77263,115.50841,104.21084
58.281467,38.467377,-3.723656,58.362423,83.364395,41.54137,71.6417,38.96477,133.33186,158.88329,27.127565,94.23638,89.35906,88.72154,50.351704,69.449684,129.00587,75.46032,127.24946,32.63632,59.290367,89.42922,87.00231,43.32854,122.793465,110.232285,101.554344,93.615814,43.576744,123.451584,98.41784,46.03484,80.76246,79.54938,65.29438,83.372505,78.61031,35.03705,167.42583,103.27395,166.31909,610.2981,119.12407,322.76636,422.50568,153.78033,50.13541,96.43858,95.08001,78.33551,299.2006,77.97942,32.945763,106.88383,71.88244,62.805088,91.75007,114.07063,105.974846
57.472424,38.994095,-3.9449341,57.995506,84.17014,41.540195,72.86606,38.70534,129.50127,157.51817,27.659847,95.1652,87.59227,90.59028,49.58223,66.60218,128.3318,75.01025,125.89386,27.96806,61.951336,89.08816,85.19397,43.284073,119.9543,110.01535,101.76183,94.00436,42.721886,119.7744,98.38313,44.861282,82.7155,80.852745,65.42207,86.27485,79.27071,36.00859,167.12428,104.95892,170.33466,605.4065,119.219475,322.71918,418.63126,157.43633,50.538364,95.90494,96.152885,77.597885,296.87204,76.55331,33.04958,108.0431,73.74115,61.53508,93.54245,115.16023,105.3728
59.10178,38.703754,-3.5676281,57.286736,85.17577,41.60639,72.86189,38.524166,132.66017,158.24754,26.739388,95.56463,88.52978,90.30729,49.38019,67.149925,127.56008,74.75922,125.36784,34.60734,59.17122,88.94456,85.869545,42.10187,121.73927,110.31298,101.58384,93.24716,43.88902,121.96205,98.592964,46.05217,82.12055,82.68283,64.820885,85.82078,81.281624,36.182037,167.31445,100.21751,172.78134,607.3124,120.51215,321.38275,415.1609,157.28947,49.662804,96.198875,94.73821,76.55006,298.27005,77.333145,33.66404,108.50825,72.40838,62.76602,91.89871,115.250114,106.077286
56.830963,38.731564,-3.8390067,57.297234,84.33338,42.741817,74.62959,37.405415,126.53576,156.77483,27.140835,94.18486,87.152985,90.93719,48.214542,64.64488,128.01395,73.77429,125.24836,25.175356,63.546356,88.17618,85.204796,42.335163,118.78525,109.60135,102.256775,94.80835,42.584915,118.52119,98.76237,44.621975,84.31858,81.66008,65.04475,87.085655,78.08052,35.46768,166.66006,106.54047,172.8775,606.2108,119.13366,321.03867,409.1845,157.88445,49.578136,94.80643,95.577774,77.45611,292.30377,74.726,33.58477,107.42429,75.23004,61.68194,93.32124,115.856575,105.09154
58.827316,37.599518,-3.720034,56.878937,84.97877,42.31303,73.58663,37.28887,132.35204,157.37672,26.22332,94.86041,88.8996,89.71656,49.121098,66.48788,127.38542,73.73844,125.88026,33.9112,60.020348,88.47949,86.83212,41.556183,121.5665,109.58931,100.40044,93.46004,43.29602,122.660545,98.23469,46.501476,82.6497,82.23681,64.12891,85.06805,78.47581,34.2864,166.65077,100.885445,172.37949,604.54224,119.43333,320.18015,409.1542,155.43388,49.723743,95.51674,93.356285,76.38098,297.3915,77.01314,33.918797,107.486534,72.68165,62.725777,91.94766,115.09503,104.87638
57.05332,38.51636,-3.901026,57.374504,84.9986,43.79387,75.804855,36.80211,128.87614,158.68251,26.997643,94.463844,89.25755,90.69982,48.301754,65.841515,129.7126,73.82405,127.36976,25.16949,65.1118,88.566154,88.25245,42.02459,121.1841,110.339806,102.65451,95.907524,42.797306,120.92905,99.36965,45.95819,85.28574,81.842995,65.2833,86.73794,77.42554,34.589336,168.85934,108.28742,175.18048,614.38416,120.1381,324.2189,409.86652,157.23392,50.13275,95.11854,95.204,78.28621,295.98044,75.58969,34.6131,107.83949,75.44476,63.112045,94.01041,116.742004,106.16848
55.467743,38.283413,-4.035588,57.017956,83.77231,45.025692,76.75325,35.38085,122.23594,155.20624,27.553852,93.40233,86.06777,90.41656,46.2159,62.7888,128.07869,71.71551,126.2223,16.96101,68.33801,87.87149,86.4999,42.74058,116.68274,108.326385,101.64988,96.651535,41.539665,117.18564,99.624275,44.557877,86.31606,80.96259,65.251,87.73757,74.21052,33.4115,165.08281,113.00185,174.75601,603.91785,118.282974,322.16196,396.844,157.99532,50.33768,94.013824,95.09452,78.54115,288.90616,72.443054,34.2061,106.53459,77.0851,60.880062,93.74165,116.88727,104.48027
55.667366,38.032566,-4.1026473,56.823944,83.659874,44.272167,75.86893,35.63734,123.921684,155.65923,27.218246,92.34306,86.31914,88.647316,46.059917,63.921516,128.34328,71.61234,126.919975,17.5654,67.85462,88.19661,87.337395,41.889572,117.24143,108.709694,101.84543,96.78422,41.81979,118.91005,99.69724,44.74628,85.71753,80.16663,64.509026,87.163445,73.30014,32.980667,164.59364,113.122795,172.9643,606.53406,118.055145,320.79398,394.5628,156.27753,50.386112,93.683945,94.367294,78.30495,289.90198,72.33624,34.61116,106.2857,76.38985,61.818027,93.702644,116.449524,105.58218
55.86263,39.156925,-4.0470767,57.405815,83.59577,44.350483,75.96196,35.63398,123.796906,155.97908,27.408474,93.15634,86.42345,89.85999,46.734547,63.96273,129.13768,72.01396,126.78916,15.423024,69.06978,88.122215,86.797516,42.517143,118.09786,108.776566,102.184875,97.09204,41.338097,117.70642,99.82197,44.72597,86.02517,80.30357,65.10409,88.09522,73.17199,33.86767,166.27238,115.53445,176.57567,607.55457,118.47342,323.3043,398.93747,157.25894,50.107113,93.262085,95.48949,78.832214,290.21506,73.43267,33.935955,106.507225,76.975914,61.211105,94.4204,117.41843,105.43075
56.113743,39.022556,-4.0367436,57.201294,83.559265,44.77324,75.78313,35.917995,124.23672,155.8085,28.09007,92.893616,85.72958,89.12008,46.084286,63.950558,128.85097,71.74297,127.585625,15.984456,68.71318,88.62064,87.12246,42.837208,118.43992,109.016396,102.361534,97.50397,41.774403,118.5477,99.90324,44.944946,85.7951,80.46862,65.71689,88.01284,72.849884,33.458992,166.39944,115.04345,177.01443,609.0164,118.09424,323.728,396.9748,157.87556,49.996967,94.21215,94.94181,78.90878,291.8887,72.67817,34.597553,106.93423,76.57942,61.21467,93.9506,118.02402,106.08521
56.229713,39.31695,-4.09858,57.91816,83.95906,44.79422,76.44093,36.17571,124.872505,157.27032,28.069977,93.57822,86.97784,89.65504,46.48473,64.83302,130.37946,72.25441,128.43028,14.517076,69.96717,89.221375,88.17263,43.00082,119.34719,109.67417,103.12993,98.00636,41.887985,119.12735,100.70064,45.035397,86.4398,80.34224,65.738785,88.887184,73.23001,33.706264,167.50923,118.00672,177.92773,614.8298,119.073204,325.863,399.80957,158.21475,50.746616,94.33424,96.1416,79.78464,293.4719,73.624245,34.977604,107.279945,77.376495,61.872715,95.31764,118.29349,106.978775
