MO,ADM,BFB,CPB,CHD,KO,CL,CAG,STZ,COST,COTY,CVS,DPS,EL,GIS,HRL,SJM,K,KMB,KHC,KR,MKC,TAP,MDLZ,MNST,PEP,PM,PG,SYY,CLX,HSY,TSN,WMT,WBA,ABT,ABBV,AET,AGN,ABC,BAX,BDX,BMY,CERN,DHR,DVA,XRAY,EW,EVHC,ESRX,HCA,HSIC,IDXX,IQV,JNJ,LH,LLY,MDT,MRK,MTD,PDCO,PRGO,PFE,DGX,RMD,COO,ZBH,ZTS,T,CTL,VZ,LNT,AWK,ED,D,DTE,ES,NI,NRG,SCG,SO,WEC
60.45000076293945,33.58000183105469,0.0,57.209999084472656,88.48999786376953,43.29999923706055,65.87999725341797,39.70000076293945,136.08999633789062,147.94000244140625,27.40999984741211,90.51000213623047,90.31999969482422,90.44000244140625,55.939998626708984,82.86000061035156,127.3499984741211,71.4000015258789,130.7899932861328,71.51000213623047,36.72999954223633,88.23999786376953,83.87000274658203,37.04999923706055,118.91000366210938,98.27999877929688,90.0199966430664,82.63999938964844,42.61000061035156,128.67999267578125,89.81999969482422,60.849998474121094,65.80999755859375,74.93000030517578,37.0,53.47999954223633,97.19999694824219,272.3399963378906,84.75,36.189998626708984,134.33999633789062,61.02000045776367,53.709999084472656,85.19000244140625,62.25,56.9900016784668,76.33999633789062,18.989999771118164,67.16000366210938,66.5,147.6199951171875,68.48999786376953,56.70000076293945,101.97000122070312,102.52999877929688,73.73999786376953,73.08000183105469,49.15999984741211,307.0,41.279998779296875,138.77000427246094,29.100000381469727,60.54999923706055,57.18000030517578,128.0,91.9000015258789,39.86000061035156,36.650001525878906,0.0,50.150001525878906,68.3499984741211,65.72000122070312,73.61000061035156,70.43000030517578,86.8499984741211,54.689998626708984,21.239999771118164,10.84000015258789,65.27999877929688,49.20000076293945,57.38999938964844
60.04999923706055,33.18000030517578,0.0,57.88999938964844,88.41999816894531,42.54999923706055,65.80999755859375,40.2400016784668,138.8000030517578,148.0500030517578,27.030000686645508,93.11000061035156,89.97000122070312,88.47000122070312,56.09000015258789,41.66999816894531,127.81999969482422,70.86000061035156,129.9600067138672,72.11000061035156,36.849998474121094,90.5,84.18000030517578,38.025001525878906,116.81999969482422,97.62000274658203,89.2300033569336,81.62000274658203,42.709999084472656,127.91000366210938,89.75,61.58000183105469,65.79000091552734,76.01000213623047,37.209999084472656,52.720001220703125,99.73999786376953,279.7699890136719,85.5999984741211,36.90999984741211,136.13999938964844,61.08000183105469,54.54999923706055,85.20999908447266,63.65999984741211,57.72999954223633,79.0,19.65999984741211,67.11000061035156,67.30000305175781,156.75,69.66000366210938,58.349998474121094,101.7300033569336,104.58999633789062,73.06999969482422,74.16000366210938,49.529998779296875,307.55999755859375,42.220001220703125,137.4600067138672,29.489999771118164,62.119998931884766,57.7400016784668,132.2899932861328,92.91000366210938,39.33000183105469,36.43000030517578,0.0,49.97999954223633,68.29000091552734,66.68000030517578,73.38999938964844,70.29000091552734,85.79000091552734,54.939998626708984,21.479999542236328,10.699999809265137,65.18000030517578,49.209999084472656,56.439998626708984
59.9900016784668,31.6299991607666,0.0,57.33000183105469,86.62000274658203,42.40999984741211,64.44000244140625,40.2599983215332,135.61000061035156,146.64999389648438,26.75,93.87000274658203,89.58999633789062,86.73999786376953,55.97999954223633,41.689998626708984,126.1500015258789,73.69000244140625,126.41999816894531,71.44000244140625,36.43000030517578,90.33999633789062,83.62999725341797,37.68000030517578,118.9000015258789,96.9000015258789,88.33999633789062,79.9000015258789,42.61000061035156,126.9800033569336,88.48999786376953,60.04999923706055,65.31999969482422,75.52999877929688,36.34000015258789,52.18000030517578,97.81999969482422,274.54998779296875,84.55000305175781,35.880001068115234,135.3300018310547,59.52000045776367,53.95000076293945,83.58999633789062,62.56999969482422,56.5099983215332,79.04000091552734,18.969999313354492,66.37000274658203,64.25,157.91000366210938,67.2699966430664,59.0,101.69999694824219,101.4000015258789,71.41999816894531,72.62000274658203,48.849998474121094,299.30999755859375,41.459999084472656,135.07000732421875,29.1299991607666,61.29999923706055,57.119998931884766,134.27000427246094,91.68000030517578,39.36000061035156,36.209999084472656,0.0,49.38999938964844,67.18000030517578,66.08000183105469,72.1500015258789,69.20999908447266,84.08000183105469,53.900001525878906,21.100000381469727,9.59000015258789,64.55000305175781,48.04999923706055,55.7400016784668
59.970001220703125,32.45000076293945,0.0,58.2400016784668,88.58000183105469,43.11000061035156,65.69999694824219,41.599998474121094,138.02999877929688,148.64999389648438,26.479999542236328,95.86000061035156,91.97000122070312,88.30999755859375,56.88999938964844,41.5,126.91999816894531,74.97000122070312,128.6300048828125,71.91999816894531,38.33000183105469,89.66999816894531,84.13999938964844,38.099998474121094,122.37000274658203,98.48999786376953,89.05999755859375,80.98999786376953,43.209999084472656,127.54000091552734,89.69999694824219,60.16999816894531,66.18000030517578,77.08000183105469,37.130001068115234,52.58000183105469,99.30000305175781,280.4800109863281,85.61000061035156,36.61000061035156,139.80999755859375,60.20000076293945,54.900001525878906,84.91999816894531,62.560001373291016,54.72999954223633,81.04000091552734,19.15999984741211,67.33999633789062,66.01000213623047,158.99000549316406,67.8499984741211,60.43000030517578,101.81999969482422,103.0199966430664,71.2699966430664,73.4000015258789,49.029998779296875,307.07000732421875,42.47999954223633,138.60000610351562,29.360000610351562,61.900001525878906,57.880001068115234,133.5800018310547,91.77999877929688,40.43000030517578,36.470001220703125,0.0,50.11000061035156,66.95999908447266,65.08000183105469,70.72000122070312,68.94000244140625,83.72000122070312,53.5099983215332,21.280000686645508,9.579999923706055,64.4000015258789,47.90999984741211,55.66999816894531
60.29999923706055,33.619998931884766,0.0,59.439998626708984,89.63999938964844,43.36000061035156,65.80999755859375,41.77000045776367,139.2899932861328,149.11000061035156,27.0,96.94000244140625,92.01000213623047,88.62000274658203,57.65999984741211,44.439998626708984,127.69999694824219,75.19000244140625,128.7100067138672,72.30999755859375,38.4900016784668,90.37999725341797,84.66000366210938,39.119998931884766,124.30999755859375,98.5999984741211,90.12000274658203,81.47000122070312,43.7599983215332,128.1199951171875,90.38999938964844,61.810001373291016,65.9000015258789,76.55000305175781,37.9900016784668,53.5099983215332,102.18000030517578,284.45001220703125,85.61000061035156,37.40999984741211,142.1199951171875,62.18000030517578,55.459999084472656,86.48999786376953,62.63999938964844,55.70000076293945,84.44999694824219,19.8799991607666,68.6500015258789,65.5999984741211,161.86000061035156,69.41000366210938,61.790000915527344,102.31999969482422,104.5,73.33000183105469,74.73999786376953,49.779998779296875,312.69000244140625,43.56999969482422,141.2100067138672,29.809999465942383,63.220001220703125,59.029998779296875,137.88999938964844,93.62000274658203,40.43000030517578,36.650001525878906,0.0,50.2400016784668,66.97000122070312,65.1500015258789,70.97000122070312,69.1500015258789,84.54000091552734,53.86000061035156,21.110000610351562,9.699999809265137,64.77999877929688,48.09000015258789,55.72999954223633
60.400001525878906,33.400001525878906,0.0,60.900001525878906,89.87999725341797,43.4900016784668,67.05999755859375,41.70000076293945,142.00999450683594,150.91000366210938,28.969999313354492,97.69000244140625,89.33000183105469,90.06999969482422,58.13999938964844,44.470001220703125,127.43000030517578,75.75,130.5,74.23999786376953,39.41999816894531,91.26000213623047,86.23999786376953,39.810001373291016,125.44000244140625,99.55000305175781,91.2300033569336,82.44999694824219,44.380001068115234,129.4199981689453,91.61000061035156,62.40999984741211,66.11000061035156,78.16000366210938,38.45000076293945,55.0099983215332,105.45999908447266,283.20001220703125,87.48999786376953,38.209999084472656,144.11000061035156,63.91999816894531,52.810001373291016,87.06999969482422,64.08999633789062,55.90999984741211,86.62000274658203,21.09000015258789,69.38999938964844,67.05000305175781,164.00999450683594,71.5199966430664,63.16999816894531,102.5,105.80000305175781,74.68000030517578,75.5999984741211,50.599998474121094,321.42999267578125,44.2400016784668,145.1699981689453,29.6299991607666,64.56999969482422,59.25,139.3300018310547,95.37000274658203,41.79999923706055,36.63999938964844,0.0,50.31999969482422,66.41999816894531,64.70999908447266,69.97000122070312,69.7699966430664,84.22000122070312,53.540000915527344,21.350000381469727,10.199999809265137,64.6500015258789,47.83000183105469,55.529998779296875
60.619998931884766,33.900001525878906,0.0,60.959999084472656,89.51000213623047,43.61000061035156,67.22000122070312,41.7599983215332,140.3300018310547,148.64999389648438,28.889999389648438,96.88999938964844,89.94000244140625,91.25,58.599998474121094,42.88999938964844,127.52999877929688,75.79000091552734,129.75,73.44999694824219,38.060001373291016,90.93000030517578,84.7300033569336,39.959999084472656,126.06999969482422,99.62000274658203,91.6500015258789,81.9800033569336,44.52000045776367,127.88999938964844,90.48999786376953,62.959999084472656,64.12000274658203,76.55000305175781,38.310001373291016,54.54999923706055,104.37999725341797,277.9800109863281,86.69000244140625,38.06999969482422,143.17999267578125,63.31999969482422,52.150001525878906,86.66999816894531,64.5,55.599998474121094,86.23999786376953,20.950000762939453,68.29000091552734,67.5199966430664,163.49000549316406,70.62999725341797,62.72999954223633,104.23999786376953,108.62999725341797,73.47000122070312,74.97000122070312,50.31999969482422,316.79998779296875,44.459999084472656,130.39999389648438,29.549999237060547,66.05000305175781,59.20000076293945,139.55999755859375,95.08999633789062,42.02000045776367,36.9900016784668,0.0,50.939998626708984,67.4000015258789,65.80999755859375,71.30999755859375,69.75,85.13999938964844,54.459999084472656,21.8700008392334,10.430000305175781,65.80000305175781,48.869998931884766,56.61000061035156
60.560001373291016,32.650001525878906,0.0,60.939998626708984,89.41000366210938,43.77000045776367,67.45999908447266,41.84000015258789,139.50999450683594,148.6999969482422,28.84000015258789,97.58999633789062,90.54000091552734,91.62999725341797,58.720001220703125,42.75,127.75,75.5199966430664,130.42999267578125,73.5199966430664,37.81999969482422,92.0199966430664,85.55000305175781,39.810001373291016,127.58000183105469,99.58000183105469,91.94000244140625,81.79000091552734,44.9900016784668,128.6300048828125,91.02999877929688,62.970001220703125,64.66000366210938,77.56999969482422,38.529998779296875,54.290000915527344,103.44999694824219,275.75,86.83999633789062,37.650001525878906,144.89999389648438,63.79999923706055,51.459999084472656,86.6500015258789,63.79999923706055,56.369998931884766,86.20999908447266,21.030000686645508,68.01000213623047,67.62000274658203,166.24000549316406,71.33999633789062,63.43000030517578,104.16000366210938,108.72000122070312,72.61000061035156,75.37999725341797,50.119998931884766,322.1400146484375,44.470001220703125,129.33999633789062,29.489999771118164,66.30999755859375,58.900001525878906,140.83999633789062,94.79000091552734,41.83000183105469,36.56999969482422,0.0,50.86000061035156,67.12000274658203,65.7699966430664,70.87000274658203,69.45999908447266,84.72000122070312,54.66999816894531,21.8700008392334,10.010000228881836,65.37999725341797,48.56999969482422,56.529998779296875
61.209999084472656,33.790000915527344,0.0,60.75,90.16999816894531,43.939998626708984,67.61000061035156,41.90999984741211,140.60000610351562,150.05999755859375,28.809999465942383,97.45999908447266,91.33000183105469,91.72000122070312,58.369998931884766,43.029998779296875,126.86000061035156,73.81999969482422,131.3699951171875,73.33000183105469,38.27000045776367,91.52999877929688,86.83000183105469,39.70000076293945,129.80999755859375,99.87000274658203,92.54000091552734,82.12999725341797,42.790000915527344,128.30999755859375,90.3499984741211,64.0999984741211,65.62999725341797,78.80000305175781,39.15999984741211,55.279998779296875,106.55999755859375,285.82000732421875,87.69999694824219,38.40999984741211,145.67999267578125,63.70000076293945,52.459999084472656,87.75,64.8499984741211,56.65999984741211,86.61000061035156,21.90999984741211,68.94999694824219,69.94999694824219,166.9499969482422,71.41999816894531,62.5,104.75,110.56999969482422,73.01000213623047,76.68000030517578,50.77000045776367,324.0799865722656,45.36000061035156,124.08000183105469,30.049999237060547,66.69999694824219,59.2599983215332,142.50999450683594,95.13999938964844,42.77000045776367,36.86000061035156,0.0,51.06999969482422,67.80000305175781,66.2699966430664,71.58000183105469,70.73999786376953,85.38999938964844,55.34000015258789,21.90999984741211,10.569999694824219,65.72000122070312,49.099998474121094,57.099998474121094
61.52000045776367,33.790000915527344,0.0,60.900001525878906,90.91999816894531,43.689998626708984,67.19999694824219,41.91999816894531,139.47000122070312,150.36000061035156,28.729999542236328,96.75,92.08999633789062,91.72000122070312,58.81999969482422,43.56999969482422,123.8499984741211,74.12000274658203,131.52999877929688,72.81999969482422,38.779998779296875,92.87000274658203,85.5999984741211,40.06999969482422,128.7899932861328,99.54000091552734,92.05000305175781,81.80999755859375,42.900001525878906,128.85000610351562,89.91000366210938,64.79000091552734,66.4800033569336,78.7300033569336,38.38999938964844,55.06999969482422,107.33000183105469,286.7799987792969,87.3499984741211,38.34000015258789,146.4600067138672,62.06999969482422,50.650001525878906,87.31999969482422,64.27999877929688,56.630001068115234,86.87000274658203,22.459999084472656,68.55000305175781,69.83999633789062,166.5800018310547,71.69999694824219,61.650001525878906,104.08000183105469,109.4000015258789,73.47000122070312,75.80000305175781,50.540000915527344,316.3399963378906,44.90999984741211,124.8499984741211,29.959999084472656,66.13999938964844,57.9900016784668,141.05999755859375,93.55999755859375,42.369998931884766,36.7400016784668,0.0,50.630001068115234,68.76000213623047,66.66999816894531,72.05000305175781,70.87999725341797,85.76000213623047,55.84000015258789,21.799999237060547,10.319999694824219,66.01000213623047,49.099998474121094,57.349998474121094
